$id   y1      y2
1665  68.14   0
1666  47.02   0
1667  51.53   0
1668  64.01   0
1669  56.25   0
1670  73.82   1
1671  55.01   1
1672  59.45   0
1673  62.66   0
1674  68.30   0
1675  58.03   0
1676  67.02   0
1677  67.57   0
1678  70.85   0
1679  56.15   0
1680  71.20   1
1681  62.57   0
1682  61.16   0
1683  69.47   0
1684  53.86   0
1685  69.90   0
1686  60.06   0
1687  60.13   0
1688  72.59   0
1689  80.02   0
1690  76.29   0
1691  52.97   1
1692  75.26   0
1693  67.49   0
1694  73.28   0
1695  62.56   0
1696  61.17   0
1697  63.88   1
1698  66.61   0
1699  66.00   0
1700  66.18   0
1701  78.03   0
1702  54.74   0
1703  58.58   1
1704  69.57   0
1705  63.23   0
1706  75.56   0
1707  66.16   0
1708  71.66   0
1709  82.52   0
1710  74.45   0
1711  61.36   0
1712  50.28   0
1713  70.32   1
1714  69.49   0
1715  66.10   0
1716  67.37   0
1717  62.68   0
1718  69.90   1
1719  71.43   0
1720  68.55   0
1721  60.65   0
1722  62.54   0
1723  86.85   0
1724  72.50   0
1725  66.96   1
1726  73.65   0
1727  73.04   1
1728  74.27   0
1729  73.58   0
1730  58.17   0
1731  77.05   0
1732  57.01   1
1733  67.93   1
1734  72.92   0
1735  58.35   1
1736  66.20   0
1737  68.78   0
1738  66.55   1
1739  70.30   1
1740  72.37   1
1741  63.52   1
1742  67.78   1
1743  74.02   1
1744  82.19   1
1745  89.34   0
1746  79.24   1
1747  74.07   1
1748  70.40   1
1749  70.43   1
1750  68.74   0
1751  80.90   1
1752  92.52   1
1753  70.90   0
1754  72.37   0
1755  74.80   1
1756  64.50   0
1757  84.96   0
1758  72.99   1
1759  60.76   1
1760  77.33   1
1761  78.18   1
1762  76.64   1
1763  69.93   0
1764  89.60   1
1765  76.56   1
1766  70.05   1
1767  74.30   1
1768  85.88   0
1769  66.54   1
1770  82.37   0
1771  67.66   0
1772  76.04   0
1773  76.35   0
1774  65.38   0
1775  81.93   1
1776  58.06   1
1777  60.19   0
1778  73.74   0
1779  77.73   1
1780  73.80   1
1781  64.80   0
1782  62.02   0
1783  84.62   1
1784  67.23   0
1785  87.15   1
1786  95.91   1
1787  66.51   0
1788  67.35   1
1789  61.67   0
1790  64.99   0
1791  52.63   0
1792  72.31   0
1793  64.16   1
1794  75.78   1
1795  86.62   0
1796  71.95   1
1797  64.35   0
1798  68.05   0
1799  74.50   0
1800  65.94   0
1801  65.44   1
1802  68.05   0
1803  63.59   0
1804  87.02   1
1805  63.15   0
1806  78.98   0
1807  79.84   1
1808  71.04   1
1809  78.21   0
1810  73.01   1
1811  64.48   0
1812  81.89   1
1813  83.00   1
1814  62.28   0
1815  65.50   0
1816  87.21   0
1817  63.72   1
1818  69.90   0
1819  71.10   1
1820  74.82   1
1821  61.84   1
1822  77.96   0
1823  74.74   0
1824  72.88   0
1825  65.87   1
1826  58.65   0
1827  84.59   0
1828  90.17   1
1829  78.90   1
1830  63.23   0
1831  78.66   1
1832  76.53   0
1833  78.32   1
1834  95.37   1
1835  75.23   0
1836  74.93   0
1837  87.91   1
1838  70.93   0
1839  79.27   0
1840  62.20   1
1841  82.37   0
1842  74.36   0
1843  70.28   1
1844  61.55   1
1845  67.20   0
1846  76.19   0
1847  73.12   1
1848  80.17   0
1849  64.95   0
1850  67.35   0
1851  85.82   1
1852  83.75   1
1853  50.60   0
1854  71.48   0
1855  68.39   0
1856  79.60   0
1857  76.19   0
1858  74.28   0
1859  78.24   1
1860  85.80   0
1861  74.04   1
1862  81.74   0
1863  61.64   0
1864  63.27   0
1865  77.07   1
1866  74.52   1
1867  61.36   0
1868  78.49   0
1869  65.46   1
1870  81.02   0
1871  67.16   0
1872  83.54   0
1873  71.01   1
1874  74.50   1
1875  82.51   1
1876  71.69   0
1877  67.34   0
1878  60.38   0
1879  63.86   1
1880  63.15   0
1881  71.26   0
1882  74.69   1
1883  62.02   0
1884  86.71   1
1885  48.94   0
1886  76.87   0
1887  65.39   0
1888  83.63   0
1889  65.19   0
1890  68.42   1
1891  71.30   0
1892  85.18   1
1893  61.09   1
1894  69.25   0
1895  67.45   0
1896  72.00   1
1897  70.98   0
1898  87.99   1
1899  61.65   0
1900  78.53   1
1901  72.72   0
1902  60.67   0
1903  68.64   0
1904  76.68   1
1905  65.82   0
1906  80.57   1
1907  66.62   1
1908  76.46   0
1909  51.18   0
1910  56.53   0
1911  57.18   0
1912  68.68   0
1913  52.45   0
1914  62.90   1
1915  57.59   0
1916  64.45   1
1917  56.63   0
1918  59.18   0
1919  67.23   0
1920  75.95   1
1921  49.45   0
1922  65.15   0
1923  58.39   0
1924  66.14   0
1925  66.57   0
1926  64.21   0
1927  59.11   0
1928  80.50   0
1929  70.53   0
1930  68.32   0
1931  70.48   1
1932  75.39   1
1933  67.55   1
1934  88.97   0
1935  51.85   1
1936  69.21   0
1937  70.05   0
1938  61.91   0
1939  78.25   0
1940  63.51   0
1941  88.14   0
1942  53.34   0
1943  63.46   1
1944  76.09   1
1945  59.31   0
1946  68.93   1
1947  68.01   0
1948  56.77   0
1949  70.00   1
1950  55.85   0
1951  55.36   0
1952  70.91   0
1953  80.13   1
1954  82.69   0
1955  73.92   0
1956  57.56   1
1957  79.92   1
1958  48.93   1
1959  64.85   1
1960  71.07   0
1961  61.12   1
1962  79.79   1
1963  62.39   0
1964  70.15   1
1965  67.73   0
1966  66.80   0
1967  81.19   1
1968  75.20   0
1969  63.27   0
1970  70.05   0
1971  84.04   1
1972  66.07   0
1973  83.00   0
1974  67.36   0
1975  67.41   1
1976  77.11   1
1977  63.46   1
1978  74.48   1
1979  80.19   0
1980  83.37   0
1981  58.61   1
1982  85.44   1
1983  58.28   1
1984  75.01   0
1985  69.91   0
1986  73.23   1
1987  74.03   1
1988  65.30   0
1989  73.78   0
1990  70.42   0
1991  69.83   0
1992  65.90   1
1993  71.01   1
1994  64.95   0
1995  73.69   0
1996  76.51   1
1997  82.96   0
1998  71.45   1
1999  57.76   0
2000  67.24   1
2001  56.37   1
2002  67.35   1
2003  79.49   0
2004  67.96   1
2005  69.27   0
2006  85.17   0
2007  64.65   0
2008  74.15   1
2009  64.48   0
2010  77.46   1
2011  50.84   1
2012  79.42   0
2013  63.81   0
2014  62.43   0
2015  82.09   0
2016  68.73   1
2017  83.98   1
2018  78.93   0
2019  66.32   0
2020  71.42   0
2021  84.22   1
2022  81.05   1
2023  68.10   1
2024  72.85   1
2025  69.06   0
2026  71.31   0
2027  63.72   0
2028  71.50   1
2029  59.66   0
2030  63.36   1
2031  63.84   1
2032  68.89   0
2033  68.39   1
2034  61.83   1
2035  77.73   1
2036  58.63   0
2037  52.05   0
2038  62.65   1
2039  55.31   0
2040  64.68   1
2041  60.71   0
2042  61.93   1
2043  64.60   0
2044  61.27   0
2045  68.47   0
2046  41.44   0
2047  70.01   0
2048  59.55   1
2049  59.70   0
2050  80.12   0
2051  68.89   1
2052  56.67   1
2053  53.55   0
2054  63.81   0
2055  69.46   0
2056  62.31   1
2057  61.46   0
2058  54.97   0
2059  83.77   0
2060  68.04   0
2061  80.59   0
2062  58.99   0
2063  58.74   0
2064  47.54   1
2065  78.17   0
2066  74.91   0
2067  58.73   1
2068  79.81   0
2069  67.00   1
2070  69.77   0
2071  81.79   0
2072  64.53   0
2073  51.24   0
2074  83.17   1
2075  77.24   0
2076  82.67   1
2077  49.09   0
2078  78.99   1
2079  71.54   0
2080  81.19   1
2081  62.63   1
2082  72.16   0
2083  77.50   1
2084  66.19   0
2085  65.89   0
2086  75.76   0
2087  69.39   0
2088  64.61   0
2089  71.30   0
2090  72.47   1
2091  85.48   1
2092  76.48   0
2093  66.96   0
2094  82.73   0
2095  60.10   0
2096  75.75   0
2097  62.58   1
2098  56.82   0
2099  80.54   0
2100  84.95   1
2101  58.06   0
2102  67.27   0
2103  79.78   0
2104  73.95   1
2105  76.33   0
2106  70.04   0
2107  66.10   0
2108  76.17   0
2109  81.82   0
2110  76.78   1
2111  73.66   0
2112  77.91   1
2113  78.60   1
2114  80.43   1
2115  66.32   0
2116  65.54   0
2117  71.97   0
2118  74.16   1
2119 100.75   1
2120  71.11   0
2121  75.51   1
2122  71.74   1
2123  72.07   1
2124  92.67   1
2125  77.85   0
2126  81.48   1
2127  67.79   0
2128  78.29   1
2129  57.96   1
2130  68.59   0
2131  70.21   0
2132  76.93   0
2133  60.51   0
2134  62.89   0
2135  69.17   0
2136  65.42   1
2137  74.95   0
2138  75.53   0
2139  57.55   0
2140  80.71   1
2141  69.16   0
2142  60.60   0
2143  64.53   0
2144  78.84   1
2145  76.42   1
2146  71.59   0
2147  69.33   1
2148  79.22   0
2149  54.21   1
2150  76.74   0
2151  60.65   0
2152  38.62   0
2153  55.91   0
2154  70.07   0
2155  62.77   0
2156  72.33   1
2157  53.83   1
2158  60.16   1
2159  48.80   1
2160  51.30   0
2161  67.19   1
2162  55.12   1
2163  66.14   0
2164  75.80   0
2165  55.36   0
2166  58.75   0
2167  55.56   1
2168  58.15   0
2169  54.58   0
2170  56.59   0
2171  57.26   0
2172  57.30   0
2173  66.85   0
2174  60.12   0
2175  67.49   0
2176  50.35   0
2177  59.14   0
2178  54.62   0
2179  58.19   0
2180  51.46   0
2181  62.93   0
2182  80.54   1
2183  84.02   0
2184  63.32   1
2185  83.02   0
2186  78.11   1
2187  75.39   0
2188  55.31   0
2189  64.73   0
2190  75.71   0
2191  74.93   1
2192  79.51   0
2193  76.10   0
2194  84.24   0
2195  64.97   1
2196  65.52   0
2197  77.27   1
2198  73.41   0
2199  57.43   0
2200  60.96   0
2201  82.09   1
2202  62.64   0
2203  75.41   1
2204  75.80   0
2205  83.30   1
2206  72.71   0
2207  75.22   0
2208  74.26   0
2209  79.35   1
2210  77.96   0
2211  76.94   0
2212  79.05   0
2213  65.91   0
2214  83.74   0
2215  67.97   0
2216  75.02   1
2217  69.24   0
2218  84.82   0
2219  80.38   1
2220  82.27   1
2221  66.75   0
2222  74.77   0
2223  65.21   0
2224  65.67   0
2225  66.65   0
2226  73.20   0
2227  64.57   0
2228  70.49   0
2229  67.55   1
2230  75.39   0
2231  60.15   0
2232  44.50   0
2233  52.45   0
2234  74.80   0
2235  68.17   0
2236  56.92   0
2237  62.15   0
2238  67.19   0
2239  57.34   0
2240  58.81   0
2241  78.52   0
2242  74.76   0
2243  62.36   1
2244  70.38   0
2245  63.37   0
2246  65.67   1
2247  58.21   1
2248  57.30   0
2249  64.63   0
2250  63.17   0
2251  77.01   1
2252  75.70   0
2253  62.83   0
2254  78.30   0
2255  82.71   1
2256  56.72   0
2257  66.62   0
2258  60.94   0
2259  54.15   0
2260  69.49   0
2261  51.08   0
2262  48.90   0
2263  69.82   0
2264  83.07   0
2265  43.37   0
2266  47.88   0
2267  67.35   0
2268  60.56   0
2269  53.74   0
2270  61.18   0
2271  60.72   0
2272  52.71   0
2273  61.96   0
2274  68.48   0
2275  70.72   1
2276  74.22   0
2277  67.61   0
2278  67.96   1
2279  54.81   0
2280  86.52   0
2281  73.42   0
2282  70.87   0
2283  82.24   0
2284  78.58   1
2285  70.63   1
2286  78.57   1
2287  74.63   0
2288  88.51   1
2289  67.56   0
2290  84.66   0
2291  80.54   1
2292  84.03   1
2293  90.48   0
2294  78.31   1
2295  82.36   1
2296  75.90   1
2297  83.97   1
2298  79.82   1
2299  69.23   0
2300  80.78   0
2301  60.22   0
2302  76.75   0
2303  65.37   0
2304  64.31   1
2305  75.39   0
2306  57.16   0
2307  78.07   0
2308  75.93   0
2309  83.25   0
2310  82.82   1
2311  82.08   1
2312  67.06   0
2313  64.55   0
2314  65.99   0
2315  63.11   0
2316  93.40   0
2317  65.87   0
2318  55.79   0
2319  72.68   0
2320  78.74   0
2321  82.54   1
2322  65.93   0
2323  69.36   0
2324  74.89   0
2325  75.94   0
2326  78.42   0
